Cluster ID,Region,Sample Count,Earliest Date,Latest Date,Clade/Lineage,Inferred Origins,Inferred Origin Confidences
node_77853,NJ,4,2021-Feb-22,2021-Feb-22,B.1.243,20A,WA,PA,VA,0.0740741,0.240964,0.240964
node_148635,NJ,3,2021-Mar-06,2021-Mar-08,20D,B.1.1.1,FL,0.842105
node_184233,NJ,3,2021-Jan-31,2021-Feb-02,20I/501Y.V1,B.1.1.7,MA,NY,MD,0.0930233,0.0930233,0.130435
node_24002,NJ,6,2021-Feb-28,2021-Mar-08,20G,B.1.2,MD,0.325301
node_30445,NJ,3,2021-Feb-24,2021-Mar-02,20G,B.1.2,PA,0.555556
