Cluster ID,Region,Sample Count,Earliest Date,Latest Date,Clade/Lineage,Inferred Origins,Inferred Origin Confidences
node_48997,RI,5,2020-Dec-03,2020-Dec-03,B.1.375,20C,MA,FL,0.170404,0.490694
node_48871,RI,4,2020-Nov-12,2020-Nov-16,B.1.375,20C,MA,FL,0.102564,0.157895
node_48974,RI,56,2020-Nov-23,2021-Feb-28,B.1.375,20C,MA,FL,0.170404,0.490694
node_77770,RI,4,2021-Feb-03,2021-Feb-08,B.1.243,20A,DE,NJ,PA,0.0689655,0.0731707,0.201835
node_78045,RI,4,2021-Feb-18,2021-Feb-20,B.1.243,20A,VA,0.0769231
